Post link,City,Neighborhood,Size,Number of rooms,Floor number,Taxes,Price,Room mates,Furniture,Elevator,Air conditioner,Parking,Balcony,Bars,Shelter,Storeroom,Renovated,Boiler,Pets allowed
4q1ytb0x,שדרות,בן גוריון ב',100,4,2,,3700,1,1,1,1,1,1,1,1,1,1,1,1
k7kdlb8h,מנחת,מלחה,80,3.5,,,6000,1,1,1,1,1,1,1,1,1,1,1,1
thuqkda6,נתניה,צפון מזרח מרכז העיר,95,3,3,850,3100,1,1,1,1,1,3,1,1,1,1,1,1
b5xohm5w,תל אביב יפו,נווה שאנן,38,1.5,,,4300,1,1,1,1,0,,1,1,1,1,1,1
7cxpq449,חולון,גרין ועם,125,4,1,1600,6000,1,1,1,1,0,,1,1,1,1,1,1
ndm3ne9g,העמק,וואלי,80,3,3,920,5500,1,1,1,1,1,1,1,1,1,1,1,1
eigqi8wb,בני ברק,גבעת סוקולוב,48,2,2,,,1,1,1,1,0,1,1,1,1,1,1,1
kq56mf9b,בת ים,דרום מערב ותיק,70,2.5,4,,4500,1,1,1,1,0,,1,1,1,1,1,1
i7hsrhpb,בת ים,ניצנה,50,2.5,2,,3600,1,1,1,1,0,,1,1,1,1,1,1
ndm3ne9g,העמק,וואלי,80,3,3,920,5500,1,1,1,1,1,1,1,1,1,1,1,1
eigqi8wb,בני ברק,גבעת סוקולוב,48,2,2,,,1,1,1,1,0,1,1,1,1,1,1,1
kq56mf9b,בת ים,דרום מערב ותיק,70,2.5,4,,4500,1,1,1,1,0,,1,1,1,1,1,1
i7hsrhpb,בת ים,ניצנה,50,2.5,2,,3600,1,1,1,1,0,,1,1,1,1,1,1
bvcxp9i3,רחובות,ג' / מרכז מזרח העיר,50,2,1,,3500,1,1,1,1,0,1,1,1,1,1,1,1
i83qp825,רחובות,ד' / מערב מרכז העיר,45,2,4,500,3500,1,1,1,1,0,1,1,1,1,1,1,1
n9knvhgg,ראשון לציון,נאות שקמה,76,3,6,700,5800,1,1,1,1,1,1,1,1,1,1,1,1
80rftg5s,באר שבע,שכונה ט',143,5,8,,3700,1,1,1,1,1,,1,1,1,1,1,1
ay21k6jz,אזור,שיכון חדש,92,4,4,842,5000,1,1,1,1,1,,1,1,1,1,1,1
wdw9i2j9,חיפה,מרכז הכרמל,95,4,1,1200,4000,1,1,1,1,0,1,1,1,1,1,1,1
9z7nbrer,גדרה,המושבה,110,4,3,,4200,1,1,1,1,1,1,1,1,1,1,1,1
x934vnfe,אשקלון,עיר ימים / הבלוט,92,3,1,,4100,1,1,1,1,1,1,1,1,1,1,1,1
hwcv3rx1,פתח תקווה,שעריה,70,3,1,300,3800,1,1,1,1,0,,1,1,1,1,1,1
hwcv3rx1,פתח תקווה,שעריה,70,3,1,300,3800,1,1,1,1,0,,1,1,1,1,1,1
ma9e0knj,בני ברק,הר שלום,75,2,1,,3800,1,1,1,1,0,2,1,1,1,1,1,1
9cvua9rs,ראשון לציון,"רמב""ם",100,4,3,,5100,1,1,1,1,1,,1,1,1,1,1,1
2f7zsv52,יפו ג',נווה גולן,71,3.5,8,,4600,1,1,1,1,0,,1,1,1,1,1,1
qt0elqi2,חולון,שיכון ותיקים,110,4,3,640,4500,1,1,1,1,1,1,1,1,1,1,1,1
xt9beh8z,באר שבע,שכונה ו',80,3,3,,2800,1,1,1,1,0,,1,1,1,1,1,1
p1z3nbsh,שדרות,נאות אשכול,90,4,3,,2800,1,1,1,1,1,,1,1,1,1,1,1
kcpovf77,ירושלים,הר נוף,36,2,1,200,3500,1,1,1,1,0,,1,1,1,1,1,1
tvxfy5hn,באר שבע,שכונה ה',76,3,2,565,2750,1,1,1,1,0,,1,1,1,1,1,1
tz865pxg,רחובות,ב' / צפון מערב העיר,100,3.5,1,,4500,1,1,1,1,0,1,1,1,1,1,1,1
8z46nqk9,חריש,הפרחים,100,4,3,1000,2750,1,1,1,1,1,1,1,1,1,1,1,1
7l1vx1lr,לוד,חסכון ג,50,3.5,4,420,2650,1,1,1,1,0,,1,1,1,1,1,1
hx542glu,מעלות תרשיחא,אורנים,125,5,1,,3600,1,1,1,1,1,1,1,1,1,1,1,1
w3xk69ho,אשקלון,אפרידר,123,4,16,,6500,1,1,1,1,1,1,1,1,1,1,1,1
il98pgei,אשדוד,רובע ח',80,3,3,,3800,1,1,1,1,1,,1,1,1,1,1,1
hx542glu,מעלות תרשיחא,אורנים,125,5,1,,3600,1,1,1,1,1,1,1,1,1,1,1,1
w3xk69ho,אשקלון,אפרידר,123,4,16,,6500,1,1,1,1,1,1,1,1,1,1,1,1
il98pgei,אשדוד,רובע ח',80,3,3,,3800,1,1,1,1,1,,1,1,1,1,1,1
qbd13p3i,קרית מוצקין,מוצקין הותיקה,100,4,2,,3500,1,1,1,1,1,1,1,1,1,1,1,1
2y802ucg,באר שבע,שכונה ג',55,2,2,,2100,1,1,1,1,0,,1,1,1,1,1,1
fe9pyma2,חולון,ג'סי כהן,60,2.5,3,,4000,1,1,1,1,0,,1,1,1,1,1,1
bjq80jjk,תחנת רכבת השמונה,שער פלמר,60,2,1,,2500,1,1,1,1,0,1,1,1,1,1,1,1
ubsn8pw1,באר שבע,שכונה ד',75,4,1,400,3150,1,1,1,1,0,,1,1,1,1,1,1
xhscv44l,ירושלים,עיר גנים,63,3.5,3,,3300,1,1,1,1,0,,1,1,1,1,1,1
qwwz5reu,ירושלים,בית וגן,30,2,1,,3500,1,1,1,1,1,,1,1,1,1,1,1
s8cqdjmo,רמות ספיר,"שכונה י""א",52,2,2,,2200,1,1,1,1,1,1,1,1,1,1,1,1
ubsn8pw1,באר שבע,שכונה ד',75,4,1,400,3150,1,1,1,1,0,,1,1,1,1,1,1
xhscv44l,ירושלים,עיר גנים,63,3.5,3,,3300,1,1,1,1,0,,1,1,1,1,1,1
qwwz5reu,ירושלים,בית וגן,30,2,1,,3500,1,1,1,1,1,,1,1,1,1,1,1
s8cqdjmo,רמות ספיר,"שכונה י""א",52,2,2,,2200,1,1,1,1,1,1,1,1,1,1,1,1
jkn6sa86,תל עדשים,תל עדשים,44,2,,,2500,1,1,1,1,1,1,1,1,1,1,1,1
rd48czj9,אור יהודה,הראשונים,80,3,2,350,,1,1,1,1,0,,1,1,1,1,1,1
em0iqz8o,באר שבע,שכונה ג',55,3,9,430,1800,1,1,1,1,0,,1,1,1,1,1,1
jacy78zr,רעננה,מרכז דרום,110,5,3,850,4000,1,1,1,1,0,,1,1,1,1,1,1
vh1811lt,חולון,גרין ועם,25,1,1,,3100,1,1,1,1,0,,1,1,1,1,1,1
vh1811lt,חולון,גרין ועם,25,1,1,,3100,1,1,1,1,0,,1,1,1,1,1,1
o819yqv6,כרמיאל,אשכול,40,2,2,1,2500,1,1,1,1,1,,1,1,1,1,1,1
5oszzdsz,תל אביב יפו,פלורנטין,30,1.5,1,,3500,1,1,1,1,0,,1,1,1,1,1,1
cz6vb81m,טירת כרמל,"שז""ר / דקר",68,3,3,,2650,1,1,1,1,0,,1,1,1,1,1,1
gcxdkkvf,הוד השרון,מגדיאל,72,3,2,,4300,1,1,1,1,0,1,1,1,1,1,1,1
0h4ipdh2,בית שאן,נוף הירדן,84,3,1,500,2500,1,1,1,1,1,1,1,1,1,1,1,1
vi83xae6,פרדס בחסכון,בית בפארק,152,6,2,,6300,1,1,1,1,1,1,1,1,1,1,1,1
x2rizcbz,אשקלון,נווה הדרים,87,4,3,580,3900,1,1,1,1,0,,1,1,1,1,1,1
h9rp26gn,חיפה,תל עמל,65,3,2,350,2800,1,1,1,1,1,1,1,1,1,1,1,1
5c7ef6o7,בת ים,עמידר,40,1.5,2,220,3500,1,1,1,1,0,1,1,1,1,1,1,1
8ojy7p3c,חיפה,נווה שאנן,65,3.5,1,,2500,1,1,1,1,0,,1,1,1,1,1,1
8ojy7p3c,חיפה,נווה שאנן,65,3.5,1,,2500,1,1,1,1,0,,1,1,1,1,1,1
ym2ty4d5,מעגלים,מעגלים,74,3,,500,3500,1,1,1,1,1,1,1,1,1,1,1,1
h69ie73m,ערד,יעלים,55,2.5,2,,1800,1,1,1,1,0,,1,1,1,1,1,1
h0zuhbbd,אשקלון,עיר היין,78,3,13,540,4100,1,1,1,1,1,1,1,1,1,1,1,1
08flero3,תלפיות מזרח,ארמון הנציב,67,3,1,,4200,1,1,1,1,0,,1,1,1,1,1,1
t7d8atw2,חיפה,קרית חיים מזרחית,55,2,2,,2300,1,1,1,1,0,,1,1,1,1,1,1
hmp20vdi,ראש פינה,ראש פינה,40,2,1,,3300,1,1,1,1,0,,1,1,1,1,1,1
ci9a0mzm,קרית מוצקין,מוצקין הותיקה,50,2,1,,2350,1,1,1,1,0,,1,1,1,1,1,1
3r4ea8fs,ירושלים,רמות,72,3,,1,4000,1,1,1,1,1,,1,1,1,1,1,1
7ixtiogv,לוד,שאר העיר,70,3,3,,3500,1,1,1,1,1,,1,1,1,1,1,1
wf8994vj,בת ים,עצמאות יוספטל,70,2.5,1,,3500,1,1,1,1,1,,1,1,1,1,1,1
iwx0tg4e,פתח תקווה,לב המושבה / מרכז העיר,52,2,1,,3300,1,1,1,1,0,1,1,1,1,1,1,1
b8ygj3es,רמת השרון,מורשה,150,5,17,2000,10500,1,1,1,1,1,1,1,1,1,1,1,1
pqdrdf1a,מזכרת בתיה,בר לב,100,4,1,1100,6500,1,1,1,1,1,1,1,1,1,1,1,1
4sfs9ziz,פרדס בחסכון,בית בפארק,113,4,3,1600,5700,1,1,1,1,1,1,1,1,1,1,1,1
iwx0tg4e,פתח תקווה,לב המושבה / מרכז העיר,52,2,1,,3300,1,1,1,1,0,1,1,1,1,1,1,1
b8ygj3es,רמת השרון,מורשה,150,5,17,2000,10500,1,1,1,1,1,1,1,1,1,1,1,1
pqdrdf1a,מזכרת בתיה,בר לב,100,4,1,1100,6500,1,1,1,1,1,1,1,1,1,1,1,1
4sfs9ziz,פרדס בחסכון,בית בפארק,113,4,3,1600,5700,1,1,1,1,1,1,1,1,1,1,1,1
lmat779r,באר שבע,שכונה ב',40,2,4,,2250,1,1,1,1,0,,1,1,1,1,1,1
hsq7oepj,חיפה,כבירים,65,2.5,2,,3000,1,1,1,1,0,,1,1,1,1,1,1
ls391b9m,מבשרת ציון,שכונה ד',773,2,1,,4100,1,1,1,1,0,1,1,1,1,1,1,1
qv5dsm1r,בת ים,הגבול רוטשילד,75,2.5,3,,2400,1,1,1,1,0,,1,1,1,1,1,1
k0cte71v,חיפה,כבירים,90,3,1,,3600,1,1,1,1,0,2,1,1,1,1,1,1
697lge,מודיעין מכבים רעות,הכרמים,90,3,3,1000,5190,1,1,1,1,1,1,1,1,1,1,1,1
l8sp2uer,ירושלים,רמת שלמה,136,5,2,,7000,1,1,1,1,1,1,1,1,1,1,1,1
lt588gey,אור יהודה,סקיה,68,3,4,,4100,1,1,1,1,0,,1,1,1,1,1,1
1i3p4jhz,חשמונאים,חשמונאים,40,2,,,2400,1,1,1,1,0,,1,1,1,1,1,1
buvbq1x5,סביניה,מרכז העיר,120,4.5,1,900,3400,1,1,1,1,1,,1,1,1,1,1,1
lkq9fq9q,אשקלון,גולדה,45,2,3,,2500,1,1,1,1,0,1,1,1,1,1,1,1
lt588gey,אור יהודה,סקיה,68,3,4,,4100,1,1,1,1,0,,1,1,1,1,1,1
1i3p4jhz,חשמונאים,חשמונאים,40,2,,,2400,1,1,1,1,0,,1,1,1,1,1,1
buvbq1x5,סביניה,מרכז העיר,120,4.5,1,900,3400,1,1,1,1,1,,1,1,1,1,1,1
lkq9fq9q,אשקלון,גולדה,45,2,3,,2500,1,1,1,1,0,1,1,1,1,1,1,1
a7txw40t,בת ים,הגבול רוטשילד,85,4,4,,6000,1,1,1,1,0,,1,1,1,1,1,1
ftuhpx4y,אשקלון,ברנע,125,5,6,,4600,1,1,1,1,1,1,1,1,1,1,1,1
gb4azet4,תל אביב יפו,נווה צדק,56,2,,,7800,1,1,1,1,0,,1,1,1,1,1,1
4fr4srt5,ערד,אבישור,35,2,3,550,2350,1,1,1,1,0,,1,1,1,1,1,1
xiu4oqgg,פתח תקווה,לב המושבה / מרכז העיר,97,4.5,,,4800,1,1,1,1,0,,1,1,1,1,1,1
g8hk2zgs,גבעת זאב,קרית יערים,80,3,2,,4000,1,1,1,1,0,1,1,1,1,1,1,1
2n3kgjm7,עספיא,עספיא,130,4,1,,3500,1,1,1,1,1,2,1,1,1,1,1,1
2qeagyyl,מערב ותיק,רמז,65,3,2,600,4200,1,1,1,1,1,,1,1,1,1,1,1
nov50vif,זכרון יעקב,רמת צבי,100,4,2,950,4300,1,1,1,1,1,1,1,1,1,1,1,1
2qeagyyl,מערב ותיק,רמז,65,3,2,600,4200,1,1,1,1,1,,1,1,1,1,1,1
nov50vif,זכרון יעקב,רמת צבי,100,4,2,950,4300,1,1,1,1,1,1,1,1,1,1,1,1
xfw381pc,נאות אילן,נווה זאב,98,3,1,,2900,1,1,1,1,0,,1,1,1,1,1,1
kp0p5yja,קרית מוצקין,אביבים,70,3,4,,2550,1,1,1,1,0,,1,1,1,1,1,1
jif9bcbr,קרית מוצקין,משכנות האומנים,134,5,17,1400,4900,1,1,1,1,1,1,1,1,1,1,1,1
3ur81ben,קרית עבודה,מרכז,110,4,1,750,5500,1,1,1,1,0,2,1,1,1,1,1,1
s066jtha,קרית ביאליק,ביאליק דרום,85,3,1,,3150,1,1,1,1,0,,1,1,1,1,1,1
db8rzqb0,ירושלים,קרית היובל,110,5,4,,8000,1,1,1,1,1,1,1,1,1,1,1,1
wmuf2yu9,פרדס בחסכון,בית בפארק,152,6,1,,6000,1,1,1,1,1,1,1,1,1,1,1,1
bxa20ijz,שרונה,היובל,1,2,,,2500,1,1,1,1,0,,1,1,1,1,1,1
if1kl64s,עפולה,מרכז גבעת המורה,55,2.5,2,300,1800,1,1,1,1,1,1,1,1,1,1,1,1
27dbrtwn,נשר,תל חנן,75,4,,420,3000,1,1,1,1,1,,1,1,1,1,1,1
1xhocns9,באר שבע,פארק הנחל,125,4,3,,3800,1,1,1,1,1,1,1,1,1,1,1,1
1xhocns9,באר שבע,פארק הנחל,125,4,3,,3800,1,1,1,1,1,1,1,1,1,1,1,1
if1kl64s,עפולה,מרכז גבעת המורה,55,2.5,2,300,1800,1,1,1,1,1,1,1,1,1,1,1,1
27dbrtwn,נשר,תל חנן,75,4,,420,3000,1,1,1,1,1,,1,1,1,1,1,1
ypydby5b,באר שבע,רמות הרכס,100,3,2,,3500,1,1,1,1,1,1,1,1,1,1,1,1
8q0uzt4j,חדרה,יוספטל,85,3,1,,2900,1,1,1,1,0,,1,1,1,1,1,1
tblywzw7,חדרה,גבעת בוסל,66,3,5,,2500,1,1,1,1,1,1,1,1,1,1,1,1
7hvanwxg,באר שבע,שכונה ג',45,2,1,350,1500,1,1,1,1,0,,1,1,1,1,1,1
0u5b2yw8,באר שבע,שכונה ו',75,3,6,620,2630,1,1,1,1,1,,1,1,1,1,1,1
ptc23vrd,חיפה,הרצליה,67,3,1,600,2800,1,1,1,1,0,1,1,1,1,1,1,1
nb3hofme,קרית ביאליק,ביאליק דרום,57,2,,480,2300,1,1,1,1,1,1,1,1,1,1,1,1
ptc23vrd,חיפה,הרצליה,67,3,1,600,2800,1,1,1,1,0,1,1,1,1,1,1,1
nb3hofme,קרית ביאליק,ביאליק דרום,57,2,,480,2300,1,1,1,1,1,1,1,1,1,1,1,1
61b1a7bc,טבריה,דון יוסף הנשיא,123,4,3,,3900,1,1,1,1,1,1,1,1,1,1,1,1
wbh95832,המושבה האמריקאית-גרמנית,צפון יפו,30,1.5,2,,2900,1,1,1,1,0,1,1,1,1,1,1,1
hu9waq9n,חיפה,נווה פז,80,3,5,,2400,1,1,1,1,0,1,1,1,1,1,1,1
1u4ssjtr,אשקלון,עיר היין,110,4,10,,4300,1,1,1,1,1,1,1,1,1,1,1,1
gw6drphq,נירית,נירית,30,1.5,1,,2500,1,1,1,1,1,1,1,1,1,1,1,1
xhxa0i9p,ירושלים,קטמונים,69,3,4,,,1,1,1,1,0,,1,1,1,1,1,1
9p9di13p,באר שבע,שכונה ה',75,3,1,,3100,1,1,1,1,1,,1,1,1,1,1,1
k4l18n,ירושלים,תלפיות,69,2,2,700,4860,1,1,1,1,1,1,1,1,1,1,1,1
su108lt1,יהוד מונוסון,ליבת העיר,105,4,7,740,6500,1,1,1,1,1,2,1,1,1,1,1,1
mks3bhtk,בת ים,רוטשילד עצמאות,100,4,2,,4700,1,1,1,1,1,,1,1,1,1,1,1
mks3bhtk,בת ים,רוטשילד עצמאות,100,4,2,,4700,1,1,1,1,1,,1,1,1,1,1,1
aafpkoog,נשר,רמות יצחק,77,3,5,650,3000,1,1,1,1,1,,1,1,1,1,1,1
q4qr5vl0,רחובות,ב' / צפון מערב העיר,30,1.5,4,230,2400,1,1,1,1,0,,1,1,1,1,1,1
nlmqmrbt,פתח תקווה,רמת ורבר,109,4,7,1200,6500,1,1,1,1,0,,1,1,1,1,1,1
76wgcy2n,ירושלים,תלפיות,49,2,2,700,4400,1,1,1,1,1,,1,1,1,1,1,1
2n1w03my,שדרות,נאות יצחק רבין,90,4,2,,2500,1,1,1,1,0,1,1,1,1,1,1,1
bieamgm4,מזכרת בתיה,נאות הראשונים,105,5,1,,5850,1,1,1,1,1,1,1,1,1,1,1,1
dco8ohou,נתניה,צפון מערב מרכז העיר,40,1.5,1,,2400,1,1,1,1,0,1,1,1,1,1,1,1
vluidefa,חיפה,שוק תלפיות,65,3,3,,3000,1,1,1,1,0,1,1,1,1,1,1,1
bdt6ss5h,פרדס בחסכון,בית בפארק,112,4,11,,6100,1,1,1,1,1,1,1,1,1,1,1,1
bfdb4scx,קרית אונו,קיראון,110,4.5,3,700,6500,1,1,1,1,0,1,1,1,1,1,1,1
dco8ohou,נתניה,צפון מערב מרכז העיר,40,1.5,1,,2400,1,1,1,1,0,1,1,1,1,1,1,1
vluidefa,חיפה,שוק תלפיות,65,3,3,,3000,1,1,1,1,0,1,1,1,1,1,1,1
bdt6ss5h,פרדס בחסכון,בית בפארק,112,4,11,,6100,1,1,1,1,1,1,1,1,1,1,1,1
bfdb4scx,קרית אונו,קיראון,110,4.5,3,700,6500,1,1,1,1,0,1,1,1,1,1,1,1
zrv1wf9h,חיפה,נווה שאנן,65,3,,,3000,1,1,1,1,0,,1,1,1,1,1,1
jssdk65h,יהוד מונוסון,ליבת העיר,74,3.5,3,,4000,1,1,1,1,0,,1,1,1,1,1,1
7es947qq,חיפה,הדר עליון,80,3,1,,3000,1,1,1,1,0,,1,1,1,1,1,1
oza9nlix,פארק הים,דרום חדש,60,3,5,860,5400,1,1,1,1,0,,1,1,1,1,1,1
epm3p3iv,פתח תקווה,הדר המושבות החדשה / אם המושבות החדשה,1,4,9,,6000,1,1,1,1,1,1,1,1,1,1,1,1
rbqgdn7a,חיפה,מרכז הכרמל,85,3,1,800,3750,1,1,1,1,0,,1,1,1,1,1,1
jdq49l7d,רמלה,שפרינצק,70,3,2,,3200,1,1,1,1,0,1,1,1,1,1,1,1
ckj65z3i,נהריה,נהריה הירוקה,82,3,6,700,3300,1,1,1,1,1,,1,1,1,1,1,1
4afyfjzh,ואדי סאליב,העיר התחתית,50,2,2,,2200,1,1,1,1,0,1,1,1,1,1,1,1
4uycavao,נתיבות,נתיבות מערב,98,3,5,500,3100,1,1,1,1,1,1,1,1,1,1,1,1
4uycavao,נתיבות,נתיבות מערב,98,3,5,500,3100,1,1,1,1,1,1,1,1,1,1,1,1
7ye4aoo7,שדרות,נאות המייסדים,100,5,2,,2900,1,1,1,1,1,,1,1,1,1,1,1
ipgzbm1a,מרכז העיר,עיר,110,4,2,,4300,1,1,1,1,1,1,1,1,1,1,1,1
gewhouxg,חיפה,שוק תלפיות,38,2,1,250,2300,1,1,1,1,0,,1,1,1,1,1,1
m9rnz5h3,גני תקווה,הפסגה,65,2,,,3600,1,1,1,1,0,,1,1,1,1,1,1
rpgymt0m,קרית אונו,קיראון,77,3,3,750,2500,1,1,1,1,0,,1,1,1,1,1,1
g0ph7t8d,באר שבע,שכונה ג',55,2,18,,2000,1,1,1,1,1,,1,1,1,1,1,1
xq31qjkk,חיפה,קרית חיים מזרחית,80,4,2,720,3200,1,1,1,1,1,1,1,1,1,1,1,1
ph8ggwm6,רעננה,קרית ויצמן,65,3,4,560,2950,1,1,1,1,0,,1,1,1,1,1,1
t64pvda0,רמת ישי,שאר העיר,111,3,,950,3000,1,1,1,1,0,1,1,1,1,1,1,1
mawidznb,פרדס חנה כרכור,נווה פרדסים,96,4,2,1100,4400,1,1,1,1,1,,1,1,1,1,1,1
nvlcih6u,לימן,לימן,108,4,1,,,1,1,1,1,1,1,1,1,1,1,1,1
v879k15d,נהריה,נהריה הירוקה,110,4,5,798,3700,1,1,1,1,1,,1,1,1,1,1,1
ph8ggwm6,רעננה,קרית ויצמן,65,3,4,560,2950,1,1,1,1,0,,1,1,1,1,1,1
t64pvda0,רמת ישי,שאר העיר,111,3,,950,3000,1,1,1,1,0,1,1,1,1,1,1,1
mawidznb,פרדס חנה כרכור,נווה פרדסים,96,4,2,1100,4400,1,1,1,1,1,,1,1,1,1,1,1
nvlcih6u,לימן,לימן,108,4,1,,,1,1,1,1,1,1,1,1,1,1,1,1
v879k15d,נהריה,נהריה הירוקה,110,4,5,798,3700,1,1,1,1,1,,1,1,1,1,1,1
rbos7m7i,אשדוד,רובע ה',106,4.5,2,800,4500,1,1,1,1,0,,1,1,1,1,1,1
qup1vcuz,חריש,אבני חן,100,4,1,,2800,1,1,1,1,1,,1,1,1,1,1,1
z5khp97q,חיפה,הדר עליון,45,2,1,380,2300,1,1,1,1,0,1,1,1,1,1,1,1
p4nru2x9,בת ים,לב העיר,90,3,1,700,2800,1,1,1,1,0,,1,1,1,1,1,1
z8rnwkqo,עלי,עלי,80,4,1,,2500,1,1,1,1,0,,1,1,1,1,1,1
ipp3qf1x,באר שבע,פארק הנחל,124,4,1,,,1,1,1,1,1,1,1,1,1,1,1,1
e31516zb,באר שבע,פארק הנחל,138,5,3,,,1,1,1,1,1,1,1,1,1,1,1,1
7sykrb6r,נשר,גבעת עמוס,60,2,2,,2250,1,1,1,1,1,,1,1,1,1,1,1
tp6t4fxr,חולון,שיכון ותיקים,90,4,3,570,4200,1,1,1,1,0,,1,1,1,1,1,1
8yywqj1z,קרית אונו,קיראון,120,5,12,1800,7700,1,1,1,1,1,1,1,1,1,1,1,1
ipp3qf1x,באר שבע,פארק הנחל,124,4,1,,,1,1,1,1,1,1,1,1,1,1,1,1
e31516zb,באר שבע,פארק הנחל,138,5,3,,,1,1,1,1,1,1,1,1,1,1,1,1
7sykrb6r,נשר,גבעת עמוס,60,2,2,,2250,1,1,1,1,1,,1,1,1,1,1,1
tp6t4fxr,חולון,שיכון ותיקים,90,4,3,570,4200,1,1,1,1,0,,1,1,1,1,1,1
8yywqj1z,קרית אונו,קיראון,120,5,12,1800,7700,1,1,1,1,1,1,1,1,1,1,1,1
joktu24h,חולון,קרית שרת מערב,85,4.5,4,600,3800,1,1,1,1,0,,1,1,1,1,1,1
ljbtqh8i,חיפה,קרית חיים מערבית,75,3.5,3,650,2500,1,1,1,1,0,,1,1,1,1,1,1
zhgzfnr5,חיפה,כרמל מרכזי - שד' קיש,100,4,2,1000,3800,1,1,1,1,0,1,1,1,1,1,1,1
y42wne8s,חולון,תל גיבורים,75,3,1,690,4800,1,1,1,1,1,,1,1,1,1,1,1
e575aqkh,פתח תקווה,המרכז השקט / מרכז העיר,86,3,2,,4200,1,1,1,1,1,2,1,1,1,1,1,1
5jx49s8p,בית שמש,רמת האמוראים / רמת בית שמש ד-2,100,4,1,,3600,1,1,1,1,1,1,1,1,1,1,1,1
6ehx2aep,מגדל העמק,מצפה העמק,103,4,,977,3500,1,1,1,1,1,2,1,1,1,1,1,1
fuxljm1s,קרית מוצקין,משכנות האומנים,143,5,14,1450,4500,1,1,1,1,1,2,1,1,1,1,1,1
ltjmwcgl,באר שבע,שכונה ה',58,3,3,1,2500,1,1,1,1,0,1,1,1,1,1,1,1
xlg5l4b0,בת ים,הגבול רוטשילד,48,2,,390,3900,1,1,1,1,0,,1,1,1,1,1,1
u24ciayv,שחמון,שבטי ישראל,80,3,4,,3800,1,1,1,1,1,,1,1,1,1,1,1
6bqxlgk2,ביתר עילית,האתרוג,97,4.5,3,,4000,1,1,1,1,0,1,1,1,1,1,1,1
3fpig1rg,טירת כרמל,החותרים,140,5,3,1000,4500,1,1,1,1,1,1,1,1,1,1,1,1
kowr5m1u,בת ים,לב העיר,90,4,1,,5200,1,1,1,1,1,1,1,1,1,1,1,1
3oupvozl,גני תקווה,מתחם מרכזי,128,5,11,1800,8000,1,1,1,1,1,1,1,1,1,1,1,1
amea0cui,חיפה,רמת התשבי,75,3,1,800,2800,1,1,1,1,0,1,1,1,1,1,1,1
0fgjk2lh,חדרה,הזיתים,80,3.5,4,610,3200,1,1,1,1,1,1,1,1,1,1,1,1
ky1u0tb3,חולון,גרין ועם,75,3.5,,680,4500,1,1,1,1,0,,1,1,1,1,1,1
1l526d68,קרית גת,כרמי גת,97,4,3,,4300,1,1,1,1,1,1,1,1,1,1,1,1
viuxyka2,חיפה,נווה שאנן,80,3,13,,4050,1,1,1,1,1,1,1,1,1,1,1,1
2ix1n6pe,גדרה,נווה משה,60,3,,,3750,1,1,1,1,0,,1,1,1,1,1,1
ofuyi839,רמלה,בן גוריון,40,2,9,150,3000,1,1,1,1,0,,1,1,1,1,1,1
l03ul2tk,תל אביב יפו,הצפון הישן - צפון,40,1.5,,290,5500,1,1,1,1,0,1,1,1,1,1,1,1
xs3zc4wb,נתניה,רמת ידין,65,3,1,,3700,1,1,1,1,0,,1,1,1,1,1,1
wp8vayht,יפו ג',נווה גולן,72,4,3,450,4500,1,1,1,1,0,,1,1,1,1,1,1
b9m8pdov,ירושלים,פסגת זאב,80,3,3,,4000,1,1,1,1,0,1,1,1,1,1,1,1
9wm65zcw,אשקלון,עיר ימים / הבלוט,98,3,1,,4100,1,1,1,1,1,1,1,1,1,1,1,1
93hvmf0v,מעלות תרשיחא,שכונה ותיקה - מרכז העיר,85,4,1,,2500,1,1,1,1,0,,1,1,1,1,1,1
j4tzaxdv,עכו,נווה אלון,55,2.5,3,,2350,1,1,1,1,0,,1,1,1,1,1,1
o5942rkf,נתניה,מרכז העיר דרום,40,2,4,600,3000,1,1,1,1,0,,1,1,1,1,1,1
fl0yi6t9,ראשון לציון,האירוס,150,5,9,,9770,1,1,1,1,1,1,1,1,1,1,1,1
1bjbounc,בית שמש,רמת משה / בית שמש הוותיקה,60,3,,,2800,1,1,1,1,1,,1,1,1,1,1,1
93hvmf0v,מעלות תרשיחא,שכונה ותיקה - מרכז העיר,85,4,1,,2500,1,1,1,1,0,,1,1,1,1,1,1
j4tzaxdv,עכו,נווה אלון,55,2.5,3,,2350,1,1,1,1,0,,1,1,1,1,1,1
o5942rkf,נתניה,מרכז העיר דרום,40,2,4,600,3000,1,1,1,1,0,,1,1,1,1,1,1
fl0yi6t9,ראשון לציון,האירוס,150,5,9,,9770,1,1,1,1,1,1,1,1,1,1,1,1
1bjbounc,בית שמש,רמת משה / בית שמש הוותיקה,60,3,,,2800,1,1,1,1,1,,1,1,1,1,1,1
r5vryvz9,מטע,מטע,60,2.5,1,,3600,1,1,1,1,0,,1,1,1,1,1,1
aazrxgf4,קרית ים,סביוני ים,109,4,3,,4500,1,1,1,1,1,1,1,1,1,1,1,1
zvab7lo1,פרדס בחסכון,בית בפארק,140,5,10,1500,6800,1,1,1,1,1,1,1,1,1,1,1,1
54buagmd,בית שמש,רמת האמוראים / רמת בית שמש ד-1,129,4,1,,3900,1,1,1,1,1,1,1,1,1,1,1,1
32s1m0pv,יבנה,נאות רבין,90,3,5,,5500,1,1,1,1,1,1,1,1,1,1,1,1
